Abbreviated Journal Title;ISSN;{2008} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2008} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
NEUROINFORMATICS;1539-2791;348;2.889;3.927;1.000;20;4.0;0.00233;1.279;
NEUROL CLIN;0733-8619;1311;2.560;1.996;0.072;69;8.9;0.00352;0.633;
NEUROL CROATICA;0353-8842;18;0.069;0.058;0.000;4;;0.00001;0.003;
NEUROL INDIA;0028-3886;820;1.095;0.987;0.117;77;5.4;0.00203;0.200;
NEUROL MED-CHIR;0470-8105;1477;0.734;0.905;0.057;123;7.9;0.00326;0.240;
NEUROL PSYCHIAT BR;0941-9500;115;0.147;0.163;0.000;8;>10.0;0.00008;0.028;
NEUROL RES;0161-6412;2564;1.634;1.915;0.111;171;5.7;0.00878;0.568;
NEUROL SCI;1590-1874;1543;1.435;1.425;0.048;189;4.6;0.00615;0.368;
NEUROL SURG TOKYO;0301-2603;534;0.131;0.178;0.009;108;>10.0;0.00059;0.044;
NEUROLOGIA;0213-4853;534;0.933;0.671;0.188;80;5.1;0.00083;0.088;
NEUROLOGIST;1074-7931;587;2.083;2.103;0.239;67;3.6;0.00304;0.614;
NEUROLOGY;0028-3878;69140;7.043;6.857;1.796;510;7.6;0.17785;2.089;
NEUROMODULATION;1094-7159;410;0.987;1.273;0.116;43;5.4;0.00089;0.227;
NEUROMOL MED;1535-1084;593;2.631;3.313;0.278;36;4.3;0.00359;1.125;
NEUROMUSCULAR DISORD;0960-8966;2725;2.932;3.004;0.522;113;5.8;0.00997;0.997;
NEURON GLIA BIOL;1740-925X;167;0.937;;;0;4.1;0.00141;;
NEURON;0896-6273;53310;14.170;14.857;2.599;312;6.5;0.28711;8.296;
NEUROPATH APPL NEURO;0305-1846;2294;3.660;3.451;0.943;53;7.2;0.00725;1.198;
NEUROPATHOLOGY;0919-6544;852;1.727;1.654;0.329;85;4.2;0.00343;0.477;
NEUROPEDIATRICS;0174-304X;1557;1.216;1.621;0.100;40;8.4;0.00351;0.504;
NEUROPEPTIDES;0143-4179;1521;2.438;2.632;0.246;61;6.7;0.00445;0.794;
NEUROPHARMACOLOGY;0028-3908;11057;3.383;3.737;0.837;294;6.8;0.03278;1.194;
NEUROPHYSIOL CLIN;0987-7053;626;1.160;1.712;0.250;32;6.9;0.00173;0.511;
NEUROPSYCHIATRIE;0948-6259;150;1.420;1.086;0.152;33;2.5;0.00019;0.075;
NEUROPSYCHOBIOLOGY;0302-282X;2301;1.752;2.413;0.195;41;7.7;0.00547;0.693;
NEUROPSYCHOL REHABIL;0960-2011;798;1.667;2.065;0.645;31;6.6;0.00184;0.492;
NEUROPSYCHOL REV;1040-7308;576;3.349;4.299;0.333;21;5.4;0.00232;1.357;
NEUROPSYCHOLOGIA;0028-3932;14127;4.074;4.724;0.699;326;7.7;0.04237;1.652;
NEUROPSYCHOLOGY;0894-4105;3370;3.201;3.645;0.268;82;7.5;0.00995;1.206;
NEUROPSYCHOPHARMACOL;0893-133X;14491;6.835;6.716;2.106;284;4.8;0.05975;2.164;
NEURORADIOLOGY;0028-3940;4227;2.029;1.933;0.504;117;8.6;0.00936;0.606;
NEUROREHAB NEURAL RE;1545-9683;898;3.618;3.592;0.794;63;3.5;0.00349;0.905;
NEUROREPORT;0959-4965;17747;1.904;2.333;0.342;345;8.2;0.03989;0.809;
NEUROSCI BIOBEHAV R;0149-7634;7960;7.804;9.563;1.426;101;6.7;0.02489;3.127;
NEUROSCI LETT;0304-3940;28223;2.200;2.189;0.293;1080;7.7;0.07275;0.666;
NEUROSCI RES;0168-0102;3791;2.473;2.302;0.403;144;6.1;0.01429;0.814;
NEUROSCIENCE;0306-4522;34892;3.556;3.661;0.551;820;7.4;0.10409;1.224;
NEUROSCIENCES;1319-6138;66;0.126;;0.029;104;;0.00012;;
NEUROSCIENTIST;1073-8584;2200;5.896;6.455;0.667;48;4.3;0.01392;2.595;
NEUROSIGNALS;1424-862X;472;2.273;3.036;1.250;28;4.0;0.00269;1.103;
NEUROSURG CLIN N AM;1042-3680;1024;1.158;1.549;0.240;25;8.0;0.00245;0.450;
NEUROSURG QUART;1050-6438;108;0.095;0.199;0.085;59;6.9;0.00019;0.045;
NEUROSURG REV;0344-5607;1052;1.727;1.930;0.327;52;7.1;0.00270;0.537;
NEUROSURGERY;0148-396X;22655;3.398;3.876;0.287;481;8.8;0.04279;1.042;
NEUROTOX RES;1029-8428;989;2.828;2.774;0.455;55;4.2;0.00435;0.737;
NEUROTOXICOL TERATOL;0892-0362;2896;2.740;2.774;0.556;45;8.6;0.00577;0.772;
NEUROTOXICOLOGY;0161-813X;3257;2.409;2.593;0.542;131;6.7;0.00822;0.689;
NEUROUROL URODYNAM;0733-2467;2509;2.733;2.701;0.414;99;6.1;0.00651;0.670;
NEW PHYTOL;0028-646X;16551;5.178;5.447;1.302;315;6.8;0.05641;1.954;
NMR BIOMED;0952-3480;3361;4.329;4.815;0.481;108;6.3;0.01243;1.857;
NUCLEIC ACIDS RES;0305-1048;86787;6.878;6.968;1.635;1070;6.5;0.37108;2.963;
NUTR CANCER;0163-5581;3533;2.627;2.964;0.179;106;7.9;0.00701;0.770;
NUTRITION;0899-9007;4811;2.280;2.561;0.379;161;6.8;0.01082;0.631;
OBSTET GYNECOL;0029-7844;23766;4.397;4.819;1.071;324;8.5;0.05560;1.432;
ONCOGENE;0950-9232;56007;7.216;6.729;1.419;721;5.6;0.25962;2.676;
ONCOL NURS FORUM;0190-535X;2444;2.207;;0.229;70;7.4;0.00475;;
ONCOL REP;1021-335X;4573;1.524;1.580;0.213;437;4.1;0.01947;0.422;
ONCOL RES;0965-0407;829;1.209;1.371;0.167;30;9.3;0.00178;0.392;
ONCOLOGIST;1083-7159;4676;6.630;6.284;1.048;145;3.7;0.02021;1.704;
ONCOLOGY-BASEL;0030-2414;2833;1.336;2.305;0.049;81;5.4;0.00928;0.603;
ONCOLOGY-NY;0890-9091;1375;0.764;;0.067;60;7.9;0.00250;;
ONKOLOGIE;0378-584X;892;1.545;1.459;0.368;106;4.3;0.00271;0.303;
ORAL ONCOL;1368-8375;3397;2.928;2.874;0.503;157;5.2;0.01096;0.768;
ORG BIOMOL CHEM;1477-0520;8832;3.550;3.025;0.825;567;3.2;0.05850;0.956;
ORG DIVERS EVOL;1439-6092;364;1.089;1.768;0.128;39;4.1;0.00224;0.651;
ORG ELECTRON;1566-1199;1435;3.590;4.229;0.518;166;3.0;0.00995;1.657;
ORG GEOCHEM;0146-6380;5835;2.364;2.781;0.321;168;8.9;0.01393;1.006;
ORG LETT;1523-7060;46502;5.128;4.742;1.138;1403;3.9;0.22490;1.463;
ORG PREP PROCED INT;0030-4948;805;0.618;0.680;0.200;45;>10.0;0.00089;0.165;
ORG PROCESS RES DEV;1083-6160;2062;1.905;1.840;0.381;155;4.5;0.00823;0.503;
ORGANOMETALLICS;0276-7333;33831;3.815;3.471;0.800;885;6.7;0.08413;0.888;
OSTEOARTHR CARTILAGE;1063-4584;5238;4.082;4.473;0.679;212;4.8;0.01806;1.196;
P NUTR SOC;0029-6651;3401;3.981;4.304;0.569;51;6.4;0.01009;1.247;
P ROY SOC B-BIOL SCI;0962-8452;26393;4.248;4.952;1.023;347;7.3;0.10046;2.166;
PAIN MANAG NURS;1524-9042;273;1.537;;0.192;26;4.8;0.00100;;
PAIN MED;1526-2375;1100;2.125;2.981;0.400;135;3.7;0.00443;0.743;
PAIN;0304-3959;24891;6.030;6.353;1.038;366;8.5;0.05221;1.719;
PALLIATIVE MED;0269-2163;2147;1.874;2.813;0.265;83;5.9;0.00698;0.816;
PANCREAS;0885-3177;3532;2.708;2.807;0.514;144;5.5;0.01074;0.723;
PANCREATOLOGY;1424-3903;1115;3.043;2.717;0.322;59;3.9;0.00434;0.667;
PARASITE IMMUNOL;0141-9838;2167;2.523;2.416;0.560;75;7.5;0.00599;0.755;
PARASITE;1252-607X;460;0.736;0.720;0.122;90;7.4;0.00110;0.202;
PARASITOL INT;1383-5769;738;2.152;1.711;0.476;82;3.0;0.00314;0.512;
PARASITOL RES;0932-0113;4027;1.473;1.550;0.314;424;5.1;0.01315;0.399;
PARASITOLOGY;0031-1820;6481;2.071;2.306;0.410;161;8.9;0.01433;0.722;
PATHOL ONCOL RES;1219-4956;622;1.260;1.376;0.080;75;6.1;0.00163;0.336;
PEDIATR ALLERGY IMMU;0905-6157;2188;2.723;2.874;0.604;111;4.6;0.00776;0.750;
PEDIATR ANESTH;1155-5645;2145;1.469;1.575;0.780;159;4.4;0.00570;0.312;
PEDIATR ANN;0090-4481;513;0.541;0.640;0.040;75;7.9;0.00162;0.215;
PEDIATR BLOOD CANCER;1545-5009;2447;2.394;2.406;0.478;475;2.5;0.01308;0.644;
PEDIATR CARDIOL;0172-0643;1823;1.030;1.233;0.144;201;6.9;0.00547;0.397;
PEDIATR CLIN N AM;0031-3955;2078;1.270;1.507;0.301;73;9.3;0.00383;0.456;
PEDIATR CRIT CARE ME;1529-7535;1607;2.330;;0.898;88;3.7;0.00829;;
PEDIATR DENT;0164-1263;1269;0.964;;0.088;34;8.2;0.00265;;
PEDIATR DERMATOL;0736-8046;2145;1.039;1.435;0.150;173;7.5;0.00426;0.333;
PEDIATR DEVEL PATHOL;1093-5266;1036;1.156;1.459;0.135;74;5.7;0.00375;0.459;
PEDIATR DIABETES;1399-543X;688;2.424;;0.238;101;3.2;0.00367;;
PEDIATR EMERG CARE;0749-5161;1474;0.746;0.862;0.057;174;6.8;0.00382;0.229;
PEDIATR EXERC SCI;0899-8493;772;1.000;1.494;0.114;35;7.8;0.00165;0.459;
PEDIATR HEMAT ONCOL;0888-0018;846;0.897;0.896;0.102;88;6.8;0.00212;0.236;
PEDIATR INFECT DIS J;0891-3668;9613;3.176;3.378;0.523;262;6.5;0.03080;1.078;
PEDIATR INT;1328-8067;1190;0.677;0.900;0.118;178;5.2;0.00445;0.255;
PEDIATR NEPHROL;0931-041X;5383;2.321;2.120;0.381;268;5.4;0.01495;0.505;
PEDIATR NEUROL;0887-8994;3135;1.505;1.668;0.307;176;6.9;0.00858;0.479;
PEDIATR NEUROSURG;1016-2291;2125;0.886;1.189;0.099;91;9.7;0.00212;0.247;
PEDIATR PULM;8755-6863;4392;1.883;1.982;0.290;176;6.7;0.01293;0.602;
PEDIATR RADIOL;0301-0449;3692;1.186;1.364;0.272;287;7.5;0.00819;0.353;
PEDIATR RES;0031-3998;10474;2.604;2.778;0.476;229;7.7;0.02872;0.907;
PEDIATR REV;0191-9601;549;0.525;0.709;0.262;42;8.4;0.00111;0.194;
PEDIATR SURG INT;0179-0358;2195;0.964;1.035;0.119;253;5.8;0.00601;0.253;
PEDIATR TRANSPLANT;1397-3142;1808;1.862;1.972;0.525;141;3.9;0.00726;0.512;
PEDIATRICS;0031-4005;46408;4.789;5.665;0.976;722;6.7;0.14997;1.866;
PHARM RES-DORD;0724-8741;14202;4.024;3.831;0.586;285;8.1;0.02789;0.967;
PHARMACOECONOMICS;1170-7690;2824;2.808;3.082;1.328;61;5.9;0.00856;0.877;
PHARMACOEPIDEM DR S;1053-8569;1877;2.516;2.611;0.407;140;3.8;0.01003;0.872;
PHARMACOGENET GENOM;1744-6872;1587;4.409;5.329;0.812;117;2.7;0.00997;1.606;
PHARMACOGENOMICS J;1470-269X;1445;5.435;4.964;1.520;50;3.5;0.00687;1.383;
PHARMACOGENOMICS;1462-2416;1716;3.551;3.337;0.617;133;2.9;0.00922;1.007;
PHARMACOL BIOCHEM BE;0091-3057;12306;2.751;2.703;0.482;253;10.0;0.01927;0.699;
PHARMACOL REP;1734-1140;860;2.167;2.251;0.306;111;2.6;0.00367;0.451;
PHARMACOL RES;1043-6618;3836;3.287;2.994;0.327;107;5.3;0.01241;0.777;
PHARMACOL REV;0031-6997;9184;21.936;22.537;2.444;18;8.3;0.02077;7.741;
PHARMACOL THERAPEUT;0163-7258;8536;9.443;9.217;1.409;93;6.1;0.03123;3.187;
PHARMACOLOGY;0031-7012;1775;1.894;1.626;0.543;81;8.3;0.00348;0.395;
PHARMACOPSYCHIATRY;0176-3679;1836;2.402;2.522;0.559;59;6.4;0.00412;0.554;
PHARMACOTHERAPY;0277-0008;4495;2.527;2.347;0.566;166;5.4;0.01417;0.608;
PHILOS T R SOC B;0962-8436;15838;5.556;6.293;2.800;325;7.9;0.05693;2.993;
PHYS ATOM NUCL+;1063-7788;1193;0.491;0.465;0.102;235;6.0;0.00444;0.162;
PHYS BIOL;1478-3967;541;3.137;;0.521;48;3.1;0.00633;;
PHYS CHEM CHEM PHYS;1463-9076;16894;4.064;3.139;0.809;755;4.6;0.08811;1.208;
PHYS CHEM EARTH;1474-7065;1503;1.138;1.362;0.134;186;5.1;0.00640;0.421;
PHYS CHEM GLASSES-B;1753-3562;1514;0.432;0.560;0.094;53;>10.0;0.00203;0.201;
PHYS CHEM LIQ;0031-9104;484;0.621;0.634;0.161;62;7.4;0.00141;0.206;
PHYS CHEM MINER;0342-1791;2351;1.524;1.445;0.361;61;>10.0;0.00628;0.763;
PHYS EARTH PLANET IN;0031-9201;4893;2.353;2.550;0.606;142;9.0;0.02257;1.533;
PHYS FLUIDS;1070-6631;17527;1.738;2.097;0.241;485;>10.0;0.05865;1.077;
PHYS GEOGR;0272-3646;482;0.613;0.764;0.074;27;>10.0;0.00097;0.278;
PHYS LETT A;0375-9601;23997;2.174;1.961;0.425;1279;7.5;0.07301;0.670;
PHYS LETT B;0370-2693;54042;4.034;3.455;1.814;929;9.2;0.14683;1.380;
PHYS LIFE REV;1571-0645;159;2.545;;0.000;12;3.3;0.00142;;
PHYS MED BIOL;0031-9155;14405;2.784;3.173;0.459;514;5.9;0.04129;0.834;
PHYS MEDICA;1120-1797;178;0.698;0.386;0.143;28;7.2;0.00045;0.118;
PHYS MET METALLOGR+;0031-918X;1427;0.412;0.373;0.092;152;>10.0;0.00246;0.121;
PHYS PART NUCLEI+;1063-7796;337;1.015;0.644;0.281;32;6.3;0.00148;0.280;
PHYS PERSPECT;1422-6944;53;0.440;0.419;0.083;12;;0.00021;0.154;
PHYS PLASMAS;1070-664X;15971;2.427;2.203;0.704;824;5.3;0.06577;0.794;
PHYS REP;0370-1573;17347;18.522;16.368;3.959;49;8.7;0.05769;8.056;
PHYS REV A;1050-2947;77793;2.908;2.921;0.775;2502;8.2;0.23338;1.088;
PHYS REV B;1098-0121;250465;3.322;3.284;0.885;5782;8.3;0.76480;1.270;
PHYS REV C;0556-2813;28905;3.124;2.969;0.733;904;6.5;0.08511;0.884;
PHYS REV D;1550-7998;104570;5.050;4.299;1.597;2863;6.0;0.32043;1.298;
PHYS REV E;1539-3755;63423;2.508;2.566;0.472;2361;6.1;0.26881;1.039;
PHYS REV LETT;0031-9007;310717;7.180;7.134;1.974;3905;7.3;1.28128;3.296;
PHYS REV SPEC TOP-AC;1098-4402;1215;1.551;1.466;0.342;111;3.8;0.00556;0.436;
PHYS SCRIPTA;0031-8949;4871;0.970;0.683;0.191;455;10.0;0.01373;0.272;
PHYS SOLID STATE+;1063-7834;4880;0.682;0.654;0.111;378;>10.0;0.00853;0.196;
PHYS STATUS SOLIDI A;1862-6300;8068;1.205;1.179;0.213;493;7.8;0.02681;0.448;
PHYS STATUS SOLIDI B;0370-1972;7186;1.166;1.058;0.325;416;7.0;0.02548;0.423;
PHYS STATUS SOLIDI-R;1862-6254;260;2.147;2.147;0.573;96;1.4;0.00151;0.718;
PHYS THER SPORT;1466-853X;156;0.612;0.875;0.045;22;4.6;0.00054;0.219;
PHYS THER;0031-9023;5492;2.190;2.844;1.356;135;10.0;0.00795;0.735;
PHYS TODAY;0031-9228;3429;3.674;5.198;1.048;42;8.9;0.01444;3.002;
PHYS WORLD;0953-8585;549;0.686;0.753;0.525;40;7.0;0.00232;0.365;
PHYS-USP+;1063-7869;3821;2.471;2.481;0.224;76;>10.0;0.00723;1.025;
PHYSICA A;0378-4371;12542;1.441;1.434;0.425;692;6.0;0.04478;0.485;
PHYSICA B;0921-4526;10991;0.822;0.782;0.215;931;6.5;0.04548;0.327;
PHYSICA C;0921-4534;7655;0.740;0.661;0.148;515;7.1;0.02974;0.290;
PHYSICA D;0167-2789;9721;1.926;2.120;0.364;275;>10.0;0.02519;1.040;
PHYSICA E;1386-9477;3751;1.230;1.000;0.261;729;4.3;0.02107;0.383;
PHYSIOL BEHAV;0031-9384;13813;2.806;2.982;0.460;313;9.9;0.02830;0.891;
PHYSIOL BIOCHEM ZOOL;1522-2152;1703;2.532;2.476;0.407;86;4.8;0.00806;0.861;
PHYSIOL ENTOMOL;0307-6962;1523;1.533;1.710;0.196;51;10.0;0.00322;0.560;
PHYSIOL GENOMICS;1094-8341;3462;3.436;3.873;1.384;73;4.1;0.02269;1.477;
PHYSIOL MEAS;0967-3334;1995;1.691;1.947;0.215;158;4.5;0.00681;0.477;
PHYSIOL MOL PLANT P;0885-5765;1834;1.409;1.824;0.125;24;9.5;0.00297;0.482;
PHYSIOL PLANTARUM;0031-9317;11046;2.334;2.421;0.603;174;>10.0;0.01570;0.742;
PHYSIOL RES;0862-8408;1658;1.653;1.739;0.206;175;4.9;0.00513;0.409;
PHYSIOL REV;0031-9333;17865;35.000;35.855;4.300;40;7.8;0.05617;15.262;
PHYSIOLOGY;1548-9213;1296;7.159;7.732;1.059;34;3.1;0.01197;3.529;
PHYSIOTHERAPY;0031-9406;737;0.561;;0.073;41;>10.0;0.00063;;
PHYTOCHEM ANALYSIS;0958-0344;1234;1.542;1.737;0.309;68;6.4;0.00273;0.410;
PIGM CELL MELANOMA R;1755-1471;2114;4.634;4.066;0.904;52;5.4;0.00905;1.356;
PLANT BIOTECHNOL J;1467-7644;1205;4.419;4.299;0.971;70;2.9;0.00728;1.244;
PLANT CELL ENVIRON;0140-7791;9882;4.666;4.958;0.775;151;7.2;0.02744;1.616;
PLANT CELL;1040-4651;28874;9.296;10.458;1.572;229;6.3;0.12153;4.347;
PLANT J;0960-7412;23011;6.493;6.951;1.449;341;5.9;0.09576;2.655;
PLANT PHYSIOL;0032-0889;49108;6.110;6.650;1.246;509;8.1;0.12961;2.283;
PLOS BIOL;1544-9173;12186;12.683;14.662;2.184;212;3.1;0.15472;8.745;
PLOS COMPUT BIOL;1553-734X;2730;5.895;6.144;0.826;253;2.1;0.03063;3.370;
PLOS GENET;1553-7390;4900;8.883;9.206;1.411;333;2.1;0.06085;5.718;
PLOS MED;1549-1277;6075;12.185;13.180;3.684;133;2.4;0.05747;6.142;
PLOS NEGLECT TROP D;1935-2735;261;4.172;4.172;0.939;147;0.9;0.00067;1.049;
PLOS PATHOG;1553-7366;3321;9.125;9.202;1.539;254;1.9;0.03002;4.271;
POLYM REV;1558-3724;225;4.829;4.854;0.741;27;2.0;0.00158;1.741;
PREV MED;0091-7435;8600;2.757;3.661;0.607;196;6.8;0.02750;1.229;
PREV VET MED;0167-5877;2750;1.506;1.896;0.452;126;7.1;0.00637;0.507;
PROG BIOPHYS MOL BIO;0079-6107;2989;6.388;6.311;1.627;67;5.5;0.01131;2.143;
PROG EXP TUMOR RES;0079-6263;198;1.500;1.974;0.000;16;>10.0;0.00069;0.820;
PROG HISTOCHEM CYTO;0079-6336;210;4.455;5.368;0.400;5;6.1;0.00069;1.647;
PROG LIPID RES;0163-7827;2741;11.237;13.358;1.538;26;6.4;0.01051;4.989;
PROG NEUROBIOL;0301-0082;8746;9.130;12.346;1.169;59;7.8;0.02492;4.742;
PROG NUCL MAG RES SP;0079-6565;1600;6.162;6.420;1.267;15;9.0;0.00518;2.882;
PROG NUCLEIC ACID RE;0079-6603;1530;3.667;4.493;0.143;7;8.4;0.00367;2.333;
PROG POLYM SCI;0079-6700;7413;16.819;20.792;2.676;34;5.9;0.02789;7.068;
PROG SURF SCI;0079-6816;1557;5.429;5.592;1.429;7;8.4;0.00580;2.541;
PROSTATE CANCER P D;1365-7852;828;2.062;1.845;0.246;61;3.9;0.00381;0.567;
PROSTATE;0270-4137;5932;3.069;3.258;0.741;185;6.1;0.01892;0.993;
PROTEIN ENG DES SEL;1741-0126;4867;2.787;2.651;0.524;84;9.7;0.00987;0.979;
PROTEIN EXPRES PURIF;1046-5928;4018;1.621;1.761;0.254;228;5.1;0.01766;0.601;
PROTEIN J;1572-3887;273;0.940;1.200;0.158;57;3.2;0.00157;0.322;
PROTEIN PEPTIDE LETT;0929-8665;890;1.281;1.135;0.365;167;2.8;0.00419;0.311;
PROTEIN SCI;0961-8368;13472;3.115;3.484;0.588;228;7.3;0.05207;1.585;
PROTEINS;0887-3585;15218;3.419;4.019;0.691;569;5.7;0.06833;1.606;
PROTEOMICS;1615-9853;12441;4.586;5.191;0.677;434;3.5;0.06239;1.355;
PROTIST;1434-4610;835;3.923;3.503;0.775;40;4.1;0.00453;1.317;
PSYCHO-ONCOL;1057-9249;3228;3.150;3.945;0.412;148;5.2;0.01103;1.103;
PSYCHOL BULL;0033-2909;22965;12.568;18.037;1.026;38;>10.0;0.03458;8.253;
PSYCHOL MED;0033-2917;12256;4.718;5.176;1.018;163;9.0;0.03089;1.843;
PSYCHOL PSYCHOTHER-T;1476-0835;246;0.750;1.152;0.167;30;4.5;0.00145;0.382;
PSYCHOL REV;0033-295X;17810;11.765;12.563;2.396;48;>10.0;0.02648;6.787;
PSYCHOL SPORT EXERC;1469-0292;474;1.568;1.925;0.370;54;3.9;0.00209;0.508;
PSYCHOMETRIKA;0033-3123;4171;1.053;1.363;0.073;41;>10.0;0.00417;1.033;
PSYCHONEUROENDOCRINO;0306-4530;5521;3.788;4.963;0.418;146;5.7;0.01830;1.446;
PSYCHOPATHOLOGY;0254-4962;1073;1.417;1.698;0.358;53;7.2;0.00240;0.430;
PSYCHOPHARMACOLOGY;0033-3158;21318;3.676;4.182;0.544;333;8.1;0.04721;1.174;
PSYCHOPHARMAKOTHERAP;0944-6877;69;0.202;0.217;0.089;45;;0.00012;0.026;
PSYCHOPHYSIOLOGY;0048-5772;7353;3.318;4.223;0.609;115;>10.0;0.01485;1.492;
PSYCHOSOM MED;0033-3174;8825;3.460;5.228;0.765;136;7.3;0.02615;1.725;
PSYCHOSOMATICS;0033-3182;2564;2.153;2.520;0.130;77;7.8;0.00605;0.771;
PSYCHOTHER PSYCHOSOM;0033-3190;2248;4.209;4.151;1.190;42;7.0;0.00535;1.072;
PUBLIC HEALTH NURS;0737-1209;799;0.519;1.049;0.276;58;6.8;0.00175;0.257;
PUBLIC HEALTH NUTR;1368-9800;3404;2.123;2.688;0.860;157;5.3;0.01269;0.868;
PUBLIC HEALTH REP;0033-3549;3121;1.299;1.752;0.752;117;>10.0;0.00684;0.728;
PUBLIC HEALTH;0033-3506;1472;1.204;1.372;0.373;185;4.7;0.00557;0.437;
Q REV BIOL;0033-5770;2725;6.688;9.023;0.143;14;>10.0;0.00381;3.994;
Q REV BIOPHYS;0033-5835;2047;12.188;10.769;0.143;7;>10.0;0.00697;6.042;
QUAL LIFE RES;0962-9343;4773;2.169;2.985;0.328;128;6.3;0.01433;0.857;
QUAL QUANT;0033-5177;356;0.470;0.585;0.039;51;6.9;0.00134;0.256;
QUAL RELIAB ENG INT;0748-8017;509;0.828;0.952;0.015;68;5.4;0.00242;0.371;
QUAL SAF HEALTH CARE;1475-3898;2044;2.554;4.059;0.772;79;4.4;0.01274;1.365;
RADIAT EFF DEFECT S;1042-0150;928;0.415;0.487;0.073;109;>10.0;0.00157;0.158;
RADIAT ENVIRON BIOPH;0301-634X;893;1.787;1.727;0.218;55;7.8;0.00224;0.540;
RADIAT MEAS;1350-4487;3238;1.267;1.477;0.105;440;5.8;0.01081;0.433;
RADIAT PHYS CHEM;0969-806X;3805;0.882;0.931;0.241;199;7.1;0.01066;0.306;
RADIAT PROT DOSIM;0144-8420;4732;0.951;1.048;0.192;381;6.3;0.01328;0.287;
RADIAT RES;0033-7587;7987;3.043;3.279;0.631;157;8.5;0.01773;0.966;
RADIO SCI;0048-6604;3353;1.092;1.236;0.240;96;>10.0;0.00819;0.555;
RADIOCARBON;0033-8222;2948;0.781;2.889;0.156;32;>10.0;0.00903;1.223;
RADIOCHIM ACTA;0033-8230;2048;1.084;1.164;0.204;108;8.3;0.00555;0.422;
RADIOGRAPHICS;0271-5333;5932;3.095;3.863;0.308;133;6.8;0.01404;0.967;
RADIOL CLIN N AM;0033-8389;2101;2.266;2.397;0.048;62;8.3;0.00483;0.715;
RADIOL MED;0033-8362;865;0.955;;0.105;95;5.2;0.00295;;
RADIOLOGE;0033-832X;721;0.531;0.592;0.108;102;6.5;0.00164;0.135;
RADIOLOGY;0033-8419;44847;5.996;6.634;0.955;404;9.3;0.09218;1.979;
RADIOTHER ONCOL;0167-8140;8043;3.990;3.918;1.000;222;6.0;0.02094;0.968;
RAPID COMMUN MASS SP;0951-4198;10610;2.772;2.838;0.389;486;5.0;0.03978;0.825;
RECENT PAT ANTI-CANC;1574-8928;93;1.796;1.796;0.217;23;;0.00054;0.501;
REPROD BIOL ENDOCRIN;1477-7827;1184;2.634;;0.125;56;4.2;0.00708;;
REPROD BIOMED ONLINE;1472-6483;3139;2.954;;0.383;240;3.3;0.01272;;
REPROD DOMEST ANIM;0936-6768;1309;1.526;1.910;0.178;191;4.6;0.00392;0.408;
REPROD FERT DEVELOP;1031-3613;2031;2.439;2.200;0.484;91;7.7;0.00460;0.560;
REPROD NUTR DEV;0926-5287;1428;2.167;2.471;;0;8.4;0.00308;0.681;
REPROD SCI;1933-7191;196;1.951;1.951;0.356;104;1.4;0.00096;0.536;
REPROD TOXICOL;0890-6238;2490;2.957;2.669;0.380;108;5.1;0.00804;0.720;
REPRODUCTION;1470-1626;4613;3.073;3.356;0.671;164;4.7;0.01893;0.954;
RESP RES;1465-9921;2158;3.874;3.835;0.458;72;3.2;0.01241;1.284;
RESPIRATION;0025-7931;2176;1.985;1.913;0.603;121;6.6;0.00500;0.458;
RESPIROLOGY;1323-7799;1417;1.849;1.785;0.287;178;3.5;0.00637;0.475;
RETROVIROLOGY;1742-4690;1148;4.042;;0.629;97;2.6;0.00790;;
REV ADV MATER SCI;1606-5131;498;0.891;;0.045;154;3.9;0.00380;;
REV AGR ECON;1058-7195;402;0.710;0.941;0.074;54;5.5;0.00220;0.449;
REV ANAL CHEM;0793-0135;117;0.767;0.766;0.000;16;7.8;0.00030;0.209;
REV BIOL MAR OCEANOG;0717-3326;81;0.420;;0.057;35;;0.00019;;
REV BIOL TROP;0034-7744;916;0.199;0.352;0.055;73;9.6;0.00153;0.104;
REV BRAS CIENC SOLO;0100-0683;792;0.660;1.157;0.000;287;4.5;0.00119;0.090;
REV BRAS ENTOMOL;0085-5626;505;0.354;;0.049;81;>10.0;0.00089;;
REV BRAS ZOOL;0101-8175;856;0.403;;0.040;100;6.7;0.00205;;
REV BRAS ZOOTECN;1516-3598;2082;0.463;0.716;0.060;301;6.1;0.00138;0.045;
REV CARDIOVASC MED;1530-6550;437;0.935;;0.067;30;5.2;0.00234;;
REV CHEM ENG;0167-8299;257;2.000;2.382;0.000;1;8.4;0.00049;0.650;
REV CHIL HIST NAT;0716-078X;929;0.765;1.149;0.091;44;8.4;0.00177;0.340;
REV CHIM-BUCHAREST;0034-7752;665;0.389;0.341;0.132;288;3.7;0.00086;0.030;
REV CHIR ORTHOP;0035-1040;1286;0.300;0.511;0.021;141;>10.0;0.00132;0.100;
REV CIENT-FAC CIEN V;0798-2259;88;0.090;0.151;0.000;78;;0.00016;0.020;
REV CLIN ESP;0014-2565;653;0.734;0.663;0.200;70;6.8;0.00055;0.059;
REV COLOMB ENTOMOL;0120-0488;64;0.101;;0.000;36;;0.00008;;
REV ECOL-TERRE VIE;0249-7395;359;0.354;0.500;0.000;43;>10.0;0.00061;0.189;
