Abbreviated Journal Title;ISSN;{2010} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2010} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
SCI CHINA MATH;1674-7283;11;;;0.029;277;;0.00000;;
SCI CHINA PHYS MECH;1674-7348;35;;;0.075;389;;0.00006;;
SCI CHINA SER A;1006-9283;1292;0.526;0.565;;0;8.4;0.00659;0.391;
SCI CHINA SER C;1006-9305;892;1.345;1.114;;0;3.7;0.00305;0.267;
SCI CHINA SER D;1006-9313;2634;1.271;1.220;;0;5.9;0.00759;0.355;
SCI CHINA SER E;1006-9321;1012;0.729;0.702;;0;2.8;0.00309;0.151;
SCI CHINA SER F;1009-2757;484;0.642;0.683;;0;2.9;0.00148;0.132;
SCI CHINA SER G;1672-1799;792;1.195;1.075;;0;2.3;0.00298;0.224;
SCI CHINA TECHNOL SC;1674-7321;55;;;0.100;479;;0.00001;;
SCI COMPUT PROGRAM;0167-6423;864;1.282;1.304;0.103;58;6.5;0.00293;0.502;
SCI CONTEXT;0269-8897;193;0.489;0.377;0.200;20;>10.0;0.00069;0.272;
SCI ENG COMPOS MATER;0334-181X;67;0.174;0.168;0.000;24;;0.00010;0.040;
SCI ENG ETHICS;1353-3452;370;1.119;0.839;0.615;52;5.3;0.00084;0.216;
SCI HORTIC-AMSTERDAM;0304-4238;4309;1.045;1.482;0.128;335;6.8;0.00802;0.319;
SCI IRAN;1026-3098;153;0.242;;0.057;140;3.4;0.00025;;
SCI JUSTICE;1355-0306;252;0.966;0.843;0.080;25;7.2;0.00051;0.229;
SCI MAR;0214-8358;1989;1.079;1.371;0.214;84;7.8;0.00408;0.440;
SCI MODEL SIMUL;1874-8554;17;0.944;0.944;;0;;0.00016;0.465;
SCI PROGRAMMING-NETH;1058-9244;190;0.600;;0.077;13;5.6;0.00123;;
SCI RES ESSAYS;1992-2248;281;0.445;0.518;0.131;489;1.8;0.00090;0.111;
SCI SIGNAL;1937-9145;2168;6.120;6.157;1.757;173;1.6;0.01783;3.061;
SCI SINTER;0350-820X;117;0.403;0.366;0.083;24;5.6;0.00026;0.083;
SCI SPORT;0765-1597;195;0.364;0.307;0.085;47;6.2;0.00032;0.056;
SCI TECHNOL ADV MAT;1468-6996;1738;3.220;2.265;0.185;54;4.1;0.00784;0.691;
SCI TECHNOL ENERG MA;1347-9466;50;0.155;;0.154;26;;0.00008;;
SCI TECHNOL WELD JOI;1362-1718;1143;1.518;1.414;0.284;102;4.6;0.00414;0.428;
SCI TOTAL ENVIRON;0048-9697;22018;3.190;3.366;0.418;697;6.5;0.05554;0.962;
SCI TRANSL MED;1946-6234;466;3.511;3.511;1.594;187;0.8;0.00168;1.915;
SCIENCE;0036-8075;469704;31.364;31.769;6.789;862;9.0;1.46485;16.859;
SCIENCEASIA;1513-1874;101;0.176;;0.000;60;4.1;0.00042;;
SCIENTIST;0890-3670;245;0.252;0.210;0.661;59;5.0;0.00080;0.071;
SCIENTOMETRICS;0138-9130;3602;1.905;2.415;0.173;226;6.4;0.00784;0.580;
SCOT MED J;0036-9330;463;0.524;0.569;0.036;28;>10.0;0.00064;0.162;
SCRIPTA MATER;1359-6462;16804;2.806;3.072;0.504;540;5.5;0.06765;1.204;
SECUR COMMUN NETW;1939-0114;31;0.356;0.356;0.000;38;;0.00020;0.115;
SEED SCI RES;0960-2585;1093;1.250;2.065;0.222;27;9.3;0.00160;0.597;
SEED SCI TECHNOL;0251-0952;1178;0.605;0.631;0.049;82;>10.0;0.00086;0.107;
SEEING PERCEIVING;1878-4755;5;;;0.227;22;;0.00000;;
SEISMOL RES LETT;0895-0695;1303;2.317;2.451;0.431;72;5.9;0.00669;1.347;
SEIZURE-EUR J EPILEP;1059-1311;2125;1.649;1.857;0.233;120;6.2;0.00559;0.533;
SEL MATH-NEW SER;1022-1824;373;1.044;1.085;0.130;23;>10.0;0.00280;1.530;
SEMICOND SCI TECH;0268-1242;5331;1.323;1.578;0.589;209;6.4;0.01802;0.618;
SEMICONDUCT SEMIMET;0080-8784;482;1.273;1.000;0.000;3;>10.0;0.00045;1.458;
SEMICONDUCTORS+;1063-7826;1641;0.603;0.595;0.082;269;5.9;0.00404;0.153;
SEMIGROUP FORUM;0037-1912;670;0.612;0.579;0.129;70;9.9;0.00327;0.468;
SEMIN ARTHRITIS RHEU;0049-0172;3012;4.744;4.536;0.941;51;7.9;0.00662;1.360;
SEMIN CANCER BIOL;1044-579X;3820;7.758;7.975;1.143;49;5.8;0.01425;2.999;
SEMIN CELL DEV BIOL;1084-9521;4511;5.908;6.223;1.557;115;5.0;0.02405;2.925;
SEMIN CUTAN MED SURG;1085-5629;735;2.250;2.080;0.154;39;5.9;0.00191;0.556;
SEMIN DIAGN PATHOL;0740-2570;1111;1.647;2.496;0.040;25;>10.0;0.00179;0.746;
SEMIN DIALYSIS;0894-0959;1721;2.269;2.526;0.250;80;4.8;0.00638;0.769;
SEMIN FETAL NEONAT M;1744-165X;1003;2.791;3.245;0.660;53;3.8;0.00586;1.066;
SEMIN HEMATOL;0037-1963;2372;3.038;2.611;0.854;48;9.1;0.00471;0.854;
SEMIN IMMUNOL;1044-5323;3230;8.337;8.410;1.341;44;4.9;0.01647;3.896;
SEMIN IMMUNOPATHOL;1863-2297;644;5.216;5.468;1.257;35;2.5;0.00462;2.178;
SEMIN LIVER DIS;0272-8087;3067;5.286;5.345;1.703;37;8.0;0.00720;1.794;
SEMIN MUSCULOSKEL R;1089-7860;381;1.129;1.201;0.044;45;6.3;0.00115;0.411;
SEMIN NEPHROL;0270-9295;1646;2.154;2.243;0.541;61;6.6;0.00450;0.770;
SEMIN NEUROL;0271-8235;1144;2.000;2.246;0.145;62;6.1;0.00357;0.738;
SEMIN NUCL MED;0001-2998;1726;4.571;4.534;1.359;39;7.0;0.00406;1.295;
SEMIN ONCOL;0093-7754;5562;3.355;2.784;0.342;76;8.6;0.00959;0.940;
SEMIN PEDIATR NEUROL;1071-9091;673;1.862;;0.093;43;5.4;0.00218;;
SEMIN PEDIATR SURG;1055-8586;609;1.825;;0.393;28;5.4;0.00217;;
SEMIN PERINATOL;0146-0005;1734;2.465;2.971;1.000;50;6.1;0.00562;1.061;
SEMIN RADIAT ONCOL;1053-4296;1602;4.185;4.030;0.727;33;6.4;0.00406;1.271;
SEMIN REPROD MED;1526-8004;1156;3.369;3.399;0.316;57;4.0;0.00461;1.061;
SEMIN RESP CRIT CARE;1069-3424;1080;2.492;2.283;0.167;72;4.3;0.00436;0.713;
SEMIN ROENTGENOL;0037-198X;283;0.790;0.823;0.000;10;6.9;0.00066;0.240;
SEMIN THROMB HEMOST;0094-6176;3204;4.169;3.590;1.200;90;5.4;0.00844;0.946;
SEMIN ULTRASOUND CT;0887-2171;525;0.793;1.005;0.295;44;7.3;0.00110;0.276;
SEMIN VASC SURG;0895-7967;600;1.500;;0.152;33;5.6;0.00190;;
SEN-I GAKKAISHI;0037-9875;280;0.202;0.202;0.050;100;7.9;0.00036;0.036;
SENSOR ACTUAT B-CHEM;0925-4005;23485;3.368;3.339;0.578;770;5.2;0.05775;0.767;
SENSOR LETT;1546-198X;537;0.602;0.756;0.143;140;3.2;0.00258;0.216;
SENSOR MATER;0914-4935;243;0.349;0.446;0.103;39;7.2;0.00067;0.168;
SENSORS-BASEL;1424-8220;3154;1.771;1.917;0.201;641;2.6;0.01342;0.479;
SEP PURIF REV;1542-2119;137;2.429;2.946;0.000;4;4.0;0.00062;0.859;
SEP PURIF TECHNOL;1383-5866;7630;2.774;3.258;0.316;310;4.5;0.02375;0.806;
SEP SCI TECHNOL;0149-6395;3786;1.015;1.273;0.148;284;8.3;0.00689;0.324;
SET-VALUED ANAL;0927-6947;482;1.418;1.120;;0;>10.0;0.00196;0.862;
SET-VALUED VAR ANAL;1877-0533;13;0.333;0.333;0.280;25;;0.00010;0.271;
SEX DEV;1661-5425;319;3.052;3.052;0.581;43;2.6;0.00204;1.088;
SEX HEALTH;1448-5028;435;1.361;;0.829;70;3.1;0.00199;;
SEX PLANT REPROD;0934-0882;1001;2.680;2.231;0.333;33;9.7;0.00181;0.768;
SEX TRANSM DIS;0148-5717;5308;3.268;3.325;0.594;133;5.9;0.01781;1.165;
SEX TRANSM INFECT;1368-4973;3928;3.029;3.101;1.327;165;5.0;0.01431;1.093;
SHILAP-REV LEPIDOPT;0300-5267;92;0.133;;0.025;40;;0.00009;;
SHOCK VIB;1070-9622;218;0.260;0.376;0.074;54;6.9;0.00058;0.151;
SHOCK WAVES;0938-1287;597;0.907;0.887;0.100;50;8.1;0.00184;0.369;
SHOCK;1073-2322;6124;3.203;3.395;1.641;184;5.2;0.01900;1.005;
SIAM J APPL DYN SYST;1536-0040;576;1.626;1.977;0.213;47;4.5;0.00453;1.082;
SIAM J APPL MATH;0036-1399;4949;1.529;1.821;0.185;81;>10.0;0.01053;1.066;
SIAM J COMPUT;0097-5397;5478;2.321;2.508;0.253;83;>10.0;0.01183;1.403;
SIAM J CONTROL OPTIM;0363-0129;4326;1.297;1.666;0.088;102;>10.0;0.01440;1.275;
SIAM J DISCRETE MATH;0895-4801;1373;0.626;0.888;0.154;130;>10.0;0.00827;0.865;
SIAM J IMAGING SCI;1936-4954;307;4.279;4.279;0.273;44;1.9;0.00354;2.670;
SIAM J MATH ANAL;0036-1410;3501;1.792;1.740;0.325;120;>10.0;0.01448;1.463;
SIAM J MATRIX ANAL A;0895-4798;2590;1.725;1.929;0.280;75;9.8;0.01102;1.376;
SIAM J NUMER ANAL;0036-1429;6993;1.661;2.163;0.233;129;>10.0;0.02191;1.582;
SIAM J OPTIMIZ;1052-6234;3215;2.079;2.561;0.307;88;8.9;0.01273;1.689;
SIAM J SCI COMPUT;1064-8275;6291;3.016;2.267;0.335;176;>10.0;0.02208;1.538;
SIAM REV;0036-1445;4268;6.580;5.737;0.286;21;>10.0;0.00935;4.068;
SIBERIAN MATH J+;0037-4466;947;0.388;0.425;0.036;111;>10.0;0.00469;0.432;
SIGMOD REC;0163-5808;878;0.849;1.795;0.000;17;7.9;0.00195;0.685;
SIGNA VITAE;1334-5605;12;0.200;0.194;0.000;32;;0.00011;0.088;
SIGNAL IMAGE VIDEO P;1863-1703;56;0.617;;0.116;43;;0.00033;;
SILVAE GENET;0037-5349;1049;0.689;0.798;0.000;37;>10.0;0.00083;0.205;
SIMUL HEALTHC;1559-2332;235;2.036;;0.192;52;2.9;0.00127;;
SIMUL MODEL PRACT TH;1569-190X;522;0.728;0.872;0.120;108;3.7;0.00195;0.228;
SIMUL-T SOC MOD SIM;0037-5497;616;0.611;0.808;0.095;42;8.7;0.00125;0.258;
SINGAP MED J;0037-5675;1884;0.730;;0.139;202;4.6;0.00530;;
SKELETAL RADIOL;0364-2348;3110;1.387;1.443;0.221;149;8.8;0.00643;0.458;
SKIN PHARMACOL PHYS;1660-5527;1287;2.711;3.147;0.422;45;6.3;0.00263;0.711;
SKIN RES TECHNOL;0909-752X;1067;1.599;1.806;0.186;59;6.0;0.00218;0.387;
SKULL BASE-INTERD AP;1531-5010;297;0.804;0.972;0.013;79;4.1;0.00113;0.274;
SLEEP BIOL RHYTHMS;1446-9235;177;0.753;;0.000;36;3.8;0.00076;;
SLEEP BREATH;1520-9512;538;1.684;;0.283;53;3.7;0.00191;;
SLEEP MED REV;1087-0792;2399;6.338;7.696;1.750;36;5.7;0.00755;2.455;
SLEEP MED;1389-9457;3321;3.430;3.712;0.811;148;4.3;0.01034;0.967;
SLEEP;0161-8105;12494;5.486;6.116;0.850;173;7.2;0.02691;1.710;
SLOV VET RES;1580-4003;51;0.290;;0.000;22;;0.00013;;
SMALL;1613-6810;11490;7.333;8.053;1.492;388;3.0;0.06760;2.577;
SMART MATER STRUCT;0964-1726;5654;2.094;2.294;0.325;314;5.2;0.01945;0.731;
SMART STRUCT SYST;1738-1584;235;1.316;1.292;0.281;64;2.7;0.00111;0.339;
SMPTE MOTION IMAG J;0036-1682;25;0.094;0.117;0.023;44;;0.00015;0.050;
SOC ANIM;1063-1119;235;0.632;0.613;0.083;24;8.1;0.00040;0.222;
SOC COGN AFFECT NEUR;1749-5016;889;4.482;;0.851;47;3.1;0.00731;;
SOC HIST MED;0951-631X;241;0.370;0.492;0.033;30;>10.0;0.00068;0.271;
SOC NEUROSCI-UK;1747-0919;492;2.823;3.639;0.171;41;3.1;0.00395;1.525;
SOC PSYCH PSYCH EPID;0933-7954;4212;2.147;2.404;0.373;126;7.1;0.00956;0.731;
SOC SCI COMPUT REV;0894-4393;550;0.913;1.202;0.194;31;7.3;0.00145;0.429;
SOC STUD SCI;0306-3127;1543;1.723;2.377;0.361;36;>10.0;0.00332;1.052;
SOCIOBIOLOGY;0361-6525;1047;0.534;0.559;0.067;119;8.3;0.00160;0.135;
SOCIOL SPORT J;0741-1235;497;0.778;0.984;0.048;21;>10.0;0.00078;0.324;
SOFT COMPUT;1432-7643;1044;1.512;1.348;0.369;111;4.0;0.00408;0.381;
SOFT MATER;1539-445X;156;2.088;1.824;0.207;29;3.0;0.00080;0.607;
SOFT MATTER;1744-683X;6666;4.457;5.080;0.687;710;2.3;0.04130;1.750;
SOFTW SYST MODEL;1619-1366;215;1.269;;0.136;22;4.1;0.00101;;
SOFTW TEST VERIF REL;0960-0833;186;0.762;1.600;0.091;11;6.4;0.00078;0.806;
SOFTWARE PRACT EXPER;0038-0644;899;0.573;0.786;0.098;51;9.5;0.00191;0.317;
SOFTWARE QUAL J;0963-9314;167;0.750;0.813;0.000;18;6.3;0.00041;0.217;
SOIL BIOL BIOCHEM;0038-0717;18645;3.242;3.674;0.457;289;9.3;0.03393;1.053;
SOIL DYN EARTHQ ENG;0267-7261;1369;1.010;1.261;0.070;129;6.9;0.00558;0.639;
SOIL SCI PLANT NUTR;0038-0768;1717;1.111;1.150;0.130;92;8.5;0.00294;0.298;
SOIL SCI SOC AM J;0361-5995;18394;1.866;2.598;0.384;229;>10.0;0.01897;0.869;
SOIL SCI;0038-075X;5002;0.923;1.051;0.122;74;>10.0;0.00269;0.338;
SOIL SEDIMENT CONTAM;1532-0383;367;0.808;0.819;0.122;49;5.7;0.00097;0.218;
SOIL TILL RES;0167-1987;5177;2.100;2.774;0.219;105;7.3;0.01127;0.760;
SOIL USE MANAGE;0266-0032;1614;1.510;2.004;0.056;54;7.6;0.00313;0.578;
SOILS FOUND;0038-0806;1282;0.453;0.547;0.156;45;>10.0;0.00194;0.274;
SOL ENERG MAT SOL C;0927-0248;10943;4.593;4.261;0.557;386;4.8;0.03411;1.202;
SOL PHYS;0038-0938;8109;3.386;3.016;0.431;167;>10.0;0.02157;1.295;
SOLAR SYST RES+;0038-0946;341;0.429;0.633;0.321;53;5.9;0.00127;0.262;
SOLDAGEM INSP;0104-9224;22;0.101;;0.000;8;;0.00004;;
SOLDER SURF MT TECH;0954-0911;148;0.636;0.644;0.038;26;6.9;0.00037;0.181;
SOLID FUEL CHEM+;0361-5219;242;0.357;;0.028;71;>10.0;0.00015;;
SOLID STATE COMMUN;0038-1098;15420;1.979;1.838;0.374;543;>10.0;0.03827;0.743;
SOLID STATE ELECTRON;0038-1101;5583;1.438;1.391;0.281;288;8.3;0.01429;0.548;
SOLID STATE IONICS;0167-2738;19149;2.491;2.820;0.381;281;9.8;0.03236;0.867;
SOLID STATE NUCL MAG;0926-2040;1045;1.804;1.444;0.190;21;8.3;0.00244;0.498;
SOLID STATE PHYS;0081-1947;2004;4.667;8.600;;;>10.0;0.00041;4.174;
SOLID STATE SCI;1293-2558;3492;1.828;1.887;0.271;350;4.7;0.01296;0.581;
SOLID STATE TECHNOL;0038-111X;314;0.342;0.274;0.083;48;>10.0;0.00079;0.111;
SOLVENT EXTR RES DEV;1341-7215;83;0.636;0.448;0.000;24;;0.00020;0.107;
SOMATOSENS MOT RES;0899-0220;738;1.115;1.549;0.056;18;>10.0;0.00113;0.637;
SORT-STAT OPER RES T;1696-2281;19;0.250;;0.000;11;;0.00022;;
SOUND VIB;1541-0161;133;0.159;0.382;0.000;10;7.8;0.00041;0.171;
SOUTH MED J;0038-4348;4324;0.759;0.981;0.304;247;>10.0;0.00650;0.296;
SOUTHEAST NAT;1528-7092;296;0.317;0.501;0.062;16;5.3;0.00141;0.204;
SOUTHWEST ENTOMOL;0147-1724;286;0.329;0.296;0.060;67;>10.0;0.00035;0.101;
SOUTHWEST NAT;0038-4909;1102;0.417;0.547;0.064;94;>10.0;0.00148;0.182;
SPACE COMMUN;0924-8625;19;0.250;0.152;;0;;0.00006;0.093;
SPACE SCI REV;0038-6308;6213;4.433;4.139;0.795;112;6.8;0.02893;2.261;
SPACE WEATHER;1542-7390;375;1.833;1.469;0.467;45;3.5;0.00256;0.676;
SPATIAL VISION;0169-1015;1399;0.883;1.265;;0;>10.0;0.00131;0.459;
SPEC PAP PALAEONTOL;0038-6804;468;1.615;2.744;0.118;17;>10.0;0.00081;1.062;
SPECTROCHIM ACTA A;1386-1425;10265;1.770;1.723;0.279;509;5.8;0.02263;0.387;
SPECTROCHIM ACTA B;0584-8547;5777;3.549;3.074;0.460;139;6.2;0.01273;0.731;
SPECTROSC LETT;0038-7010;664;0.612;0.741;0.165;79;9.1;0.00103;0.174;
SPECTROSC-INT J;0712-4813;336;0.932;1.079;0.102;88;5.9;0.00084;0.287;
SPECTROSCOPY-US;0887-6703;294;0.460;0.422;0.172;64;5.9;0.00053;0.084;
SPEECH COMMUN;0167-6393;1815;1.006;1.275;0.526;78;7.7;0.00407;0.487;
SPEKTRUM AUGENHEILKD;0930-4282;37;0.120;;0.027;37;;0.00004;;
SPINAL CORD;1362-4393;2996;1.826;2.028;0.277;148;6.8;0.00689;0.556;
SPINE J;1529-9430;2714;3.024;;1.141;92;4.4;0.01289;;
SPINE;0362-2436;33120;2.510;3.337;0.239;645;9.4;0.05735;0.979;
SPIXIANA;0341-8391;166;0.205;;0.053;19;>10.0;0.00009;;
SPORT BIOMECH;1476-3141;165;0.763;;0.040;25;3.6;0.00060;;
SPORT EDUC SOC;1357-3322;285;0.857;0.982;0.111;27;6.8;0.00047;0.216;
SPORT PSYCHOL;0888-4781;1023;1.054;1.820;0.036;28;>10.0;0.00096;0.353;
SPORTS MED ARTHROSC;1062-8592;415;2.043;1.887;0.103;39;3.8;0.00237;0.726;
SPORTS MED;0112-1642;6489;5.072;5.724;0.579;57;8.6;0.01046;1.513;
SPORTVERLETZ SPORTSC;0932-0555;194;0.521;0.504;0.136;22;9.8;0.00034;0.150;
SPRACHE-STIMME-GEHOR;0342-0477;44;0.111;;0.162;37;;0.00005;;
SRP ARK CELOK LEK;0370-8179;203;0.194;;0.032;124;5.6;0.00032;;
ST PETERSB MATH J+;1061-0022;434;0.347;;0.109;46;>10.0;0.00241;;
STAHL EISEN;0340-4803;209;0.094;0.058;0.026;115;>10.0;0.00013;0.010;
STARCH-STARKE;0038-9056;2625;1.261;1.744;0.111;72;>10.0;0.00242;0.379;
STAT APPL GENET MOL;1544-6115;1094;1.842;2.182;0.405;42;6.2;0.00425;1.101;
STAT COMPUT;0960-3174;1520;1.838;2.333;0.526;38;>10.0;0.00592;1.841;
STAT INTERFACE;1938-7989;62;0.474;0.474;0.553;47;;0.00076;0.511;
STAT MED;0277-6715;12569;2.328;2.334;0.336;265;9.4;0.03829;1.332;
STAT METHOD APPL-GER;1618-2510;111;0.367;;0.125;32;5.4;0.00074;;
STAT METHODS MED RES;0962-2802;1712;1.768;2.541;0.533;30;>10.0;0.00476;1.538;
STAT MODEL;1471-082X;251;0.714;1.021;0.095;21;6.7;0.00140;0.758;
STAT NEERL;0039-0402;387;0.322;0.589;0.077;26;>10.0;0.00149;0.523;
STAT PAP;0932-5026;275;0.595;0.553;0.077;65;6.2;0.00180;0.394;
STAT PROBABIL LETT;0167-7152;2338;0.443;0.524;0.076;276;8.9;0.01146;0.389;
STAT SCI;0883-4237;2686;2.480;3.504;0.267;30;>10.0;0.00812;3.388;
STAT SINICA;1017-0405;1660;0.956;1.020;0.253;79;8.8;0.00744;0.973;
STATA J;1536-867X;977;2.000;3.142;0.243;37;5.8;0.00622;1.970;
STATISTICS;0233-1888;653;0.519;0.721;0.044;45;>10.0;0.00181;0.472;
STEEL COMPOS STRUCT;1229-9367;164;0.532;0.566;0.033;30;5.0;0.00083;0.281;
STEEL RES INT;1611-3683;585;0.453;0.518;0.140;136;3.6;0.00389;0.225;
STEM CELL RES;1873-5061;283;3.388;4.107;1.214;42;1.7;0.00134;1.224;
STEM CELL REV REP;1550-8943;109;1.739;1.739;0.431;65;1.3;0.00058;0.652;
STEM CELL REV;1550-8943;676;6.774;4.456;;0;3.6;0.00437;1.527;
STEM CELLS DEV;1547-3287;2634;4.791;4.450;0.874;182;2.9;0.01307;1.329;
STEM CELLS;1066-5099;16123;7.871;8.632;1.727;209;3.8;0.08008;2.810;
STEREOT FUNCT NEUROS;1011-6125;1179;1.882;1.925;0.286;56;8.6;0.00252;0.606;
STEROIDS;0039-128X;4313;3.106;2.626;0.682;148;7.1;0.00884;0.660;
STOCH ANAL APPL;0736-2994;573;0.419;0.617;0.085;59;8.0;0.00296;0.480;
STOCH DYNAM;0219-4937;221;0.714;0.785;0.129;31;5.6;0.00217;0.747;
STOCH ENV RES RISK A;1436-3240;820;1.777;1.700;0.196;97;4.0;0.00284;0.460;
STOCH MODELS;1532-6349;362;0.449;0.743;0.143;28;8.2;0.00198;0.568;
STOCH PROC APPL;0304-4149;3154;0.951;1.381;0.282;110;>10.0;0.01511;1.376;
STOCHASTICS;1744-2508;279;0.369;;0.148;27;>10.0;0.00141;;
STRAHLENTHER ONKOL;0179-7158;2181;3.567;2.541;0.494;85;4.7;0.00414;0.424;
STRAIN;0039-2103;422;1.000;1.204;0.226;53;4.8;0.00177;0.475;
STRATIGR GEO CORREL+;0869-5938;468;0.833;0.853;0.050;40;7.7;0.00126;0.297;
STRATIGRAPHY;1547-139X;174;1.436;;0.111;18;3.9;0.00092;;
STRENGTH COND J;1524-1602;547;0.713;0.855;0.090;67;7.9;0.00049;0.114;
STRENGTH MATER+;0039-2316;504;0.267;;0.087;80;>10.0;0.00045;;
STRESS HEALTH;1532-3005;405;0.789;1.102;0.395;38;5.5;0.00120;0.312;
STRESS;1025-3890;1102;2.553;3.005;0.509;55;5.8;0.00333;0.938;
STROJ VESTN-J MECH E;0039-2480;147;0.466;0.349;0.034;88;2.9;0.00052;0.072;
STROJARSTVO;0562-1887;45;0.222;0.198;0.043;23;;0.00013;0.040;
STROKE;0039-2499;44528;5.756;6.394;1.060;532;7.6;0.10290;2.029;
STRUCT BOND;0081-5993;1775;4.659;5.673;1.160;25;9.7;0.00419;1.955;
STRUCT CHEM;1040-0400;1299;1.727;1.484;0.212;146;5.0;0.00253;0.244;
STRUCT ENG MECH;1225-4568;601;0.429;0.467;0.041;146;5.6;0.00278;0.211;
STRUCT EQU MODELING;1070-5511;5223;2.738;5.611;0.710;31;>10.0;0.00766;2.638;
STRUCT HEALTH MONIT;1475-9217;467;2.115;2.137;0.103;39;5.0;0.00207;0.813;
STRUCT INFRASTRUCT E;1573-2479;138;0.592;0.871;0.260;50;3.3;0.00122;0.448;
STRUCT MULTIDISCIP O;1615-147X;1638;1.524;1.715;0.268;179;5.5;0.00595;0.627;
STRUCTURE;0969-2126;11466;6.337;5.859;1.360;150;6.9;0.05291;3.396;
STUD APPL MATH;0022-2526;1033;0.926;1.283;0.417;36;>10.0;0.00218;0.703;
STUD CONSERV;0039-3630;545;0.605;0.513;0.000;19;>10.0;0.00048;0.218;
STUD GEOPHYS GEOD;0039-3169;481;1.123;0.978;0.139;36;7.6;0.00163;0.463;
STUD HIST PHILOS M P;1355-2198;293;0.447;0.608;0.062;32;7.1;0.00097;0.268;
STUD HIST PHILOS SCI;0039-3681;309;0.325;0.565;0.071;42;>10.0;0.00106;0.283;
STUD INFORM CONTROL;1220-1766;127;0.671;;0.250;44;3.1;0.00016;;
STUD MATH;0039-3223;2061;0.567;0.747;0.135;104;>10.0;0.00807;0.806;
STUD MYCOL;0166-0616;923;3.710;4.968;1.600;5;5.8;0.00237;1.310;
STUD NEOTROP FAUNA E;0165-0521;400;0.596;0.643;0.000;20;>10.0;0.00054;0.215;
STUD SCI EDUC;0305-7267;262;1.267;;0.000;7;>10.0;0.00038;;
STUD SCI MATH HUNG;0081-6906;322;0.197;0.348;0.048;42;>10.0;0.00079;0.260;
SUBST ABUS;0889-7077;351;1.250;;0.160;25;6.4;0.00108;;
SUBST USE MISUSE;1082-6084;1823;1.060;1.370;0.171;146;6.3;0.00539;0.455;
SUCHTTHERAPIE;1439-9903;33;0.200;;0.000;25;;0.00005;;
SUPERCOND SCI TECH;0953-2048;5224;2.402;2.007;0.722;281;4.8;0.02041;0.673;
SUPERLATTICE MICROST;0749-6036;1790;1.091;1.240;0.309;162;5.1;0.00697;0.456;
SUPPORT CARE CANCER;0941-4355;3110;2.058;2.274;0.441;188;5.3;0.00904;0.623;
SURF COAT INT;1754-0925;93;0.120;;0.000;10;;0.00022;;
SURF COAT TECH;0257-8972;22834;2.135;2.294;0.271;921;6.0;0.05841;0.614;
SURF ENG APPL ELECT+;1068-3755;227;0.356;;0.053;94;4.8;0.00014;;
SURF ENG;0267-0844;815;0.633;0.791;0.209;91;8.0;0.00178;0.230;
SURF INTERFACE ANAL;0142-2421;4890;1.247;1.283;0.165;333;8.6;0.00955;0.434;
SURF REV LETT;0218-625X;683;0.357;0.372;0.048;63;8.2;0.00148;0.117;
SURF SCI REP;0167-5729;3616;18.593;17.938;1.000;10;8.2;0.01002;7.916;
SURF SCI;0039-6028;25130;2.010;1.849;0.514;331;>10.0;0.04556;0.693;
SURG CLIN N AM;0039-6109;2990;2.335;1.971;0.177;79;>10.0;0.00489;0.604;
SURG ENDOSC;0930-2794;11882;3.436;3.290;0.731;476;4.9;0.03282;0.855;
SURG INNOV;1553-3506;486;2.255;;0.132;53;3.2;0.00285;;
SURG LAPARO ENDO PER;1530-4515;1598;1.000;0.990;0.109;147;8.0;0.00322;0.274;
SURG NEUROL;0090-3019;5891;1.260;1.688;;;>10.0;0.01137;0.517;
SURG OBES RELAT DIS;1550-7289;1279;3.173;;0.580;88;3.1;0.00681;;
SURG ONCOL CLIN N AM;1055-3207;698;1.118;;0.200;50;7.2;0.00153;;
SURG ONCOL;0960-7404;936;2.886;2.347;0.417;48;4.9;0.00268;0.682;
SURG PRACT;1744-1625;32;0.094;;0.143;35;;0.00011;;
SURG RADIOL ANAT;0930-1038;1466;0.827;1.054;0.128;149;7.7;0.00278;0.276;
SURG TODAY;0941-1291;2624;1.057;1.085;0.072;209;6.4;0.00544;0.250;
SURG-J R COLL SURG E;1479-666X;476;1.136;1.274;0.207;58;4.4;0.00203;0.362;
SURGERY;0039-6060;14850;3.406;3.821;0.431;262;>10.0;0.02639;1.210;
SURV GEOPHYS;0169-3298;741;3.590;3.073;0.682;22;7.4;0.00288;1.542;
SURV METHODOL;0714-0045;442;0.548;;0.048;21;9.4;0.00151;;
SURV OPHTHALMOL;0039-6257;3786;3.151;3.790;0.610;41;>10.0;0.00647;1.340;
SURV REV;0039-6265;121;0.373;0.309;0.121;33;6.6;0.00049;0.154;
SUSTAIN SCI;1862-4065;116;1.222;1.403;0.200;20;3.0;0.00064;0.424;
SWED DENT J;0347-9994;672;0.721;1.530;0.040;25;>10.0;0.00091;0.468;
SWISS J GEOSCI;1661-8726;216;1.739;1.744;0.086;35;2.6;0.00154;0.653;
SWISS MED WKLY;1424-7860;1484;1.823;1.880;0.227;88;4.8;0.00551;0.549;
SYDOWIA;0082-0598;296;0.383;0.641;0.040;25;>10.0;0.00037;0.183;
SYMBIOSIS;0334-5114;826;1.442;1.345;0.071;56;8.5;0.00179;0.417;
