Abbreviated Journal Title;ISSN;{2009} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2009} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
RADIOTHER ONCOL;0167-8140;8896;4.343;4.063;0.935;309;5.9;0.02197;1.019;
RAFFLES B ZOOL;0217-2445;810;1.365;1.116;0.552;58;5.6;0.00210;0.286;
RAIRO-OPER RES;0399-0559;208;0.281;0.468;0.036;28;>10.0;0.00056;0.244;
RAIRO-THEOR INF APPL;0988-3754;234;0.361;0.451;0.250;36;9.6;0.00111;0.329;
RANDOM STRUCT ALGOR;1042-9832;1113;1.162;1.409;0.298;47;9.2;0.00687;1.392;
RANGELAND ECOL MANAG;1550-7424;390;0.921;1.101;0.258;66;3.2;0.00257;0.369;
RAPID COMMUN MASS SP;0951-4198;12172;2.695;2.826;0.489;456;5.5;0.03729;0.779;
RAPID PROTOTYPING J;1355-2546;448;0.662;1.040;0.077;39;6.9;0.00096;0.262;
RARE METAL MAT ENG;1002-185X;1062;0.161;0.206;0.017;696;3.8;0.00272;0.032;
RARE METALS;1001-0521;496;0.601;0.548;0.024;125;3.4;0.00257;0.164;
REACT FUNCT POLYM;1381-5148;3657;2.461;2.626;0.388;129;5.2;0.01026;0.642;
REACT KINET CATAL L;0133-1736;1461;0.557;0.634;0.073;137;9.4;0.00249;0.165;
REAL-TIME SYST;0922-6443;520;1.200;1.397;0.136;22;7.9;0.00118;0.416;
REC AUST MUS;0067-1975;590;0.375;1.191;0.200;10;>10.0;0.00081;0.437;
REC NAT PROD;1307-6167;21;0.792;0.792;0.071;28;;0.00006;0.126;
RECENT PAT ANTI-CANC;1574-8928;246;2.822;3.083;0.676;34;2.6;0.00118;0.786;
RECHT PSYCHIATR;0724-2247;54;0.412;;0.200;15;;0.00008;;
REDOX REP;1351-0002;894;1.506;1.741;0.027;37;6.8;0.00191;0.447;
REG ENVIRON CHANGE;1436-3798;202;1.290;;0.320;25;4.6;0.00078;;
REGEN MED;1746-0751;503;2.929;2.912;0.800;50;2.5;0.00268;0.809;
REGUL CHAOTIC DYN;1560-3547;321;0.725;0.579;0.154;39;7.7;0.00124;0.306;
REGUL PEPTIDES;0167-0115;4123;2.160;2.200;0.394;132;6.8;0.01084;0.638;
REGUL TOXICOL PHARM;0273-2300;2112;1.798;2.093;0.420;112;6.3;0.00535;0.554;
REHABIL NURS;0278-4807;423;0.667;;0.094;32;8.6;0.00075;;
REJUV RES;1549-1684;916;4.138;3.383;0.400;40;2.3;0.00320;0.579;
RELIAB COMPUT;1385-3139;244;0.680;;;0;7.5;0.00084;;
RELIAB ENG SYST SAFE;0951-8320;3890;1.908;2.305;0.340;200;6.9;0.00938;0.645;
REMOTE SENS ENVIRON;0034-4257;14332;3.612;4.757;0.858;240;6.9;0.03694;1.435;
RENAL FAILURE;0886-022X;1106;0.840;0.923;0.045;156;5.2;0.00318;0.231;
REND SEMIN MAT U PAD;0041-8994;265;0.311;0.273;0.100;30;>10.0;0.00098;0.358;
REPROD BIOL ENDOCRIN;1477-7827;1487;2.077;;0.169;154;4.9;0.00609;;
REPROD BIOL;1642-431X;233;0.882;;0.048;21;5.0;0.00071;;
REPROD BIOMED ONLINE;1472-6483;3477;2.380;2.677;0.286;273;3.8;0.01171;0.535;
REPROD DOMEST ANIM;0936-6768;1623;1.606;1.789;0.175;240;4.5;0.00510;0.442;
REPROD FERT DEVELOP;1031-3613;2275;2.379;2.576;0.557;88;7.1;0.00587;0.704;
REPROD SCI;1933-7191;481;2.314;2.319;0.415;123;2.0;0.00265;0.688;
REPROD TOXICOL;0890-6238;2942;3.367;2.963;0.811;111;5.1;0.00904;0.810;
REPRODUCTION;1470-1626;4910;2.579;3.245;0.389;180;5.1;0.01714;0.925;
REQUIR ENG;0947-3602;277;0.931;1.907;0.071;14;5.3;0.00061;0.339;
RES CHEM INTERMEDIAT;0922-6168;684;0.813;0.673;0.030;100;7.8;0.00139;0.177;
RES J BIOTECHNOL;0973-6263;18;0.174;;0.020;51;;0.00005;;
RES J CHEM ENVIRON;0972-0626;169;0.323;;0.032;63;4.0;0.00054;;
RES MICROBIOL;0923-2508;3086;2.154;2.715;0.458;107;5.9;0.01049;0.905;
RES NURS HEALTH;0160-6891;2183;1.514;1.935;0.302;53;>10.0;0.00273;0.535;
RES Q EXERCISE SPORT;0270-1367;2616;1.103;1.558;0.237;76;>10.0;0.00269;0.454;
RES VET SCI;0034-5288;3309;1.345;1.466;0.279;183;>10.0;0.00448;0.378;
RESOUR CONSERV RECY;0921-3449;2119;1.987;2.209;0.163;86;6.7;0.00510;0.568;
RESP CARE;0020-1324;1735;1.524;;1.458;118;4.8;0.00435;;
RESP MED;0954-6111;5195;2.331;2.343;0.486;259;4.8;0.01731;0.674;
RESP PHYSIOL NEUROBI;1569-9048;4754;2.135;2.278;0.606;198;8.1;0.01087;0.646;
RESP RES;1465-9921;2535;3.127;3.968;0.296;125;3.9;0.01336;1.282;
RESPIRATION;0025-7931;2164;1.935;1.906;0.468;109;6.3;0.00561;0.526;
RESPIROLOGY;1323-7799;1715;1.853;1.853;0.247;186;3.5;0.00768;0.536;
RESTOR NEUROL NEUROS;0922-6028;1072;3.714;3.402;0.239;46;5.0;0.00345;0.854;
RESULTS MATH;1422-6383;354;0.513;;0.031;131;9.9;0.00168;;
RESUSCITATION;0300-9572;4971;2.712;2.908;0.665;236;4.6;0.01437;0.664;
RETROVIROLOGY;1742-4690;1642;4.105;;0.981;106;2.9;0.00966;;
REV ADV MATER SCI;1606-5131;603;0.558;0.946;0.042;71;4.6;0.00286;0.309;
REV ANAL CHEM;0793-0135;102;0.688;0.597;0.100;10;7.0;0.00023;0.167;
REV ARGENT CLIN PSIC;0327-6716;11;0.108;;0.000;8;;0.00002;;
REV ASSOC MED BRAS;0104-4230;491;0.589;;0.071;113;5.6;0.00074;;
REV BIOL TROP;0034-7744;1190;0.329;0.457;0.058;103;9.2;0.00138;0.091;
REV BRAS ENTOMOL;0085-5626;589;0.410;;0.098;102;>10.0;0.00079;;
REV BRAS FARMACOGN;0102-695X;1163;3.462;;0.576;125;2.4;0.00040;;
REV BRAS FISIOTER;1413-3555;222;0.338;;0.042;72;5.1;0.00025;;
REV BRAS MED VET;0100-2430;71;0.145;;0.022;46;;0.00005;;
REV BRAS PARASITOL V;0103-846X;305;0.461;;0.077;26;6.0;0.00059;;
REV BRAS PSIQUIATR;1516-4446;658;1.391;;0.103;58;4.4;0.00187;;
REV BRAS ZOOL;0101-8175;1117;0.436;0.809;;0;7.1;0.00240;0.200;
REV BRAS ZOOTECN;1516-3598;2412;0.557;0.789;0.078;374;6.2;0.00259;0.086;
REV CARDIOVASC MED;1530-6550;330;0.883;;0.050;20;5.7;0.00115;;
REV CHIL HIST NAT;0716-078X;940;0.723;1.094;0.103;39;9.0;0.00145;0.310;
REV CHIL INFECTOL;0716-1018;160;0.410;;0.094;64;4.3;0.00033;;
REV CHIM-BUCHAREST;0034-7752;870;0.552;0.430;0.205;278;3.5;0.00084;0.030;
REV CHIR ORTHOP;0035-1040;1269;0.372;0.444;;0;>10.0;0.00129;0.096;
REV CIENT-FAC CIEN V;0798-2259;98;0.122;0.171;0.000;78;;0.00020;0.026;
REV CLIN ESP;0014-2565;484;0.584;0.500;0.036;56;7.8;0.00055;0.066;
REV COLOMB ENTOMOL;0120-0488;108;0.254;0.235;0.000;47;7.9;0.00013;0.038;
REV ECUAT NEUROL;1019-8113;8;0.043;;0.000;20;;0.00001;;
REV ENVIRON CONTAM T;0179-5953;961;2.477;3.025;0.500;16;9.8;0.00152;0.922;
REV EPIDEMIOL SANTE;0398-7620;585;1.402;0.971;0.122;41;7.7;0.00148;0.291;
REV ESC ENFERM USP;0080-6234;346;0.386;;0.007;135;4.7;0.00016;;
REV ESP CARDIOL;0300-8932;1619;2.746;2.200;0.675;123;3.8;0.00361;0.350;
REV ESP ENFERM DIG;1130-0108;713;0.994;1.183;0.300;60;4.6;0.00148;0.189;
REV ESP MED NUCL;0212-6982;171;0.765;;0.071;42;3.8;0.00054;;
REV ESP QUIM;0214-3429;176;0.725;;0.129;31;3.7;0.00038;;
REV FR ALLERGOL;1877-0320;232;0.275;0.230;0.097;113;5.3;0.00040;0.037;
REV GASTROENTEROL DI;1533-001X;237;1.275;;0.000;3;5.4;0.00085;;
REV IBEROAM AUTOM IN;1697-7912;25;0.291;;0.026;39;;0.00012;;
REV INORG CHEM;0193-4929;109;0.150;0.404;0.000;15;>10.0;0.00011;0.102;
REV INT METOD NUMER;0213-1315;46;0.310;;0.000;15;;0.00014;;
REV INVEST CLIN;0034-8376;353;0.505;0.433;0.019;54;7.4;0.00061;0.091;
REV LAT-AM ENFERM;0104-1169;796;0.608;;0.148;142;4.7;0.00074;;
REV LATINOAM HIPERTE;1856-4550;1;0.017;;0.000;15;;0.00001;;
REV MAL RESPIR;0761-8425;747;0.533;0.376;0.298;124;4.7;0.00107;0.048;
REV MAT COMPLUT;1139-1138;193;0.739;;0.048;21;7.6;0.00126;;
REV MED CHILE;0034-9887;1186;0.487;0.574;0.051;215;6.2;0.00177;0.087;
REV MED INTERNE;0248-8663;1022;0.508;0.556;0.113;203;5.9;0.00169;0.092;
REV MED MICROBIOL;0954-139X;211;0.609;0.729;0.000;11;>10.0;0.00032;0.223;
REV MED VET-TOULOUSE;0035-1555;529;0.198;0.358;0.000;89;9.3;0.00060;0.061;
REV MED VIROL;1052-9276;1446;7.449;6.992;1.000;24;4.7;0.00621;2.465;
REV MEX BIODIVERS;1870-3453;79;0.375;0.533;0.067;90;;0.00042;0.150;
REV MEX FIS E;1870-3542;13;0.125;;0.000;26;;0.00012;;
REV MEX ING QUIM;1665-2738;70;0.325;;0.032;31;;0.00017;;
REV NEFROL DIAL TRAS;0326-3428;8;0.054;;0.000;16;;0.00002;;
REV NEUROL-FRANCE;0035-3787;1506;0.605;0.531;0.181;182;9.1;0.00228;0.120;
REV NEUROLOGIA;0210-0010;2036;1.234;0.854;0.447;190;5.1;0.00274;0.102;
REV NEUROSCI;0334-1763;904;2.600;3.007;0.107;28;6.2;0.00357;1.198;
REV NUTR;1415-5273;361;0.309;;0.019;54;5.7;0.00044;;
REV PALAEOBOT PALYNO;0034-6667;3317;2.145;2.163;0.750;128;>10.0;0.00480;0.639;
REV PHYSIOL BIOCH P;0303-4240;999;6.250;;;;6.8;0.00249;;
REV PNEUMOL CLIN;0761-8417;137;0.104;;0.011;87;7.9;0.00015;;
REV ROM BIOET;1583-5170;69;0.480;;0.077;39;;0.00004;;
REV ROM MATER;1583-3186;35;0.242;;0.029;35;;0.00000;;
REV ROUM CHIM;0035-3930;585;0.263;0.306;0.011;91;8.5;0.00060;0.042;
REV SCI INSTRUM;0034-6748;19371;1.521;1.504;0.274;657;8.3;0.06237;0.638;
REV SCI TECH OIE;0253-1933;1663;1.238;1.520;1.067;75;7.8;0.00306;0.399;
REV SOC BRAS MED TRO;0037-8682;1652;0.736;;0.083;144;6.8;0.00285;;
REV STOMATOL CHIR;0035-1768;250;0.349;;0.031;64;9.6;0.00039;;
REV SUISSE ZOOL;0035-418X;753;0.514;0.489;0.091;22;>10.0;0.00068;0.138;
REV SYMB LOGIC;1755-0203;10;0.345;0.345;0.000;31;;0.00009;0.148;
RHEUM DIS CLIN N AM;0889-857X;1718;2.594;2.351;0.308;26;8.5;0.00399;0.801;
RHEUMATOL INT;0172-8172;2154;1.493;1.512;0.198;262;4.3;0.00695;0.385;
RHEUMATOLOGY;1462-0324;10005;4.236;4.337;0.801;291;4.6;0.04135;1.388;
RHINOLOGY;0300-0729;1266;2.182;1.822;0.400;85;7.4;0.00224;0.390;
RHODORA;0035-4902;395;0.200;0.238;0.143;21;>10.0;0.00014;0.063;
RISK ANAL;0272-4332;3889;1.953;2.474;0.402;127;7.5;0.01092;0.866;
RIV BIOL-BIOL FORUM;0035-6050;71;0.462;0.371;;;;0.00022;0.100;
RIV ITAL SOSTANZE GR;0035-6808;235;0.340;;0.000;27;>10.0;0.00019;;
RIV PSICHIATR;0035-6484;21;0.061;;0.073;41;;0.00003;;
RIVER RES APPL;1535-1459;1148;1.599;2.270;0.182;88;4.3;0.00474;0.603;
RNA BIOL;1547-6286;491;5.559;;2.241;29;2.9;0.00506;;
RNA;1355-8382;9573;5.198;5.166;1.267;221;4.9;0.06284;2.804;
ROAD MATER PAVEMENT;1468-0629;88;0.383;;0.035;57;;0.00037;;
ROBOT AUTON SYST;0921-8890;1526;1.361;1.650;0.130;115;6.5;0.00383;0.451;
ROBOT CIM-INT MANUF;0736-5845;1129;1.687;1.928;0.229;96;5.6;0.00312;0.490;
ROBOTICA;0263-5747;912;0.992;1.117;0.146;96;6.5;0.00246;0.328;
ROFO-FORTSCHR RONTG;1438-9029;2089;2.025;1.466;0.175;97;6.1;0.00397;0.279;
ROM BIOTECH LETT;1224-5984;31;0.152;;0.029;102;;0.00007;;
ROM J INF SCI TECH;1453-8245;30;0.075;;0.000;36;;0.00007;;
ROM J LEG MED;1221-8618;15;0.105;;0.089;45;;0.00000;;
RUBBER CHEM TECHNOL;0035-9475;2023;0.635;0.882;0.000;24;>10.0;0.00148;0.270;
RUSS CHEM B+;1066-5285;2515;0.417;0.589;;;6.5;0.00484;0.123;
RUSS CHEM REV+;0036-021X;2864;2.073;2.627;0.118;51;>10.0;0.00512;0.882;
RUSS J APPL CHEM+;1070-4272;1541;0.276;0.271;0.029;417;8.1;0.00311;0.069;
RUSS J BIOORG CHEM+;1068-1620;635;0.473;0.577;0.129;93;7.8;0.00096;0.108;
RUSS J COORD CHEM+;1070-3284;1320;0.605;0.613;0.085;153;9.5;0.00215;0.145;
RUSS J GEN CHEM+;1070-3632;2703;0.393;0.416;0.112;447;>10.0;0.00330;0.082;
RUSS J GENET+;1022-7954;1181;0.501;0.518;0.093;194;6.8;0.00199;0.099;
RUSS J INORG CHEM+;0036-0236;2656;0.370;0.434;0.076;328;>10.0;0.00328;0.095;
RUSS J NEMATOL;0869-6918;107;0.351;0.448;0.000;17;8.9;0.00031;0.174;
RUSS J NUMER ANAL M;0927-6467;130;0.485;0.424;0.028;36;5.7;0.00035;0.108;
RUSS J ORG CHEM+;1070-4280;2594;0.525;0.595;0.114;342;7.6;0.00375;0.107;
RUSS J PHYS CHEM A+;0036-0244;2475;0.438;0.399;0.085;400;>10.0;0.00415;0.098;
RUSS J PLANT PHYSL+;1021-4437;646;0.500;0.555;0.099;111;6.0;0.00123;0.105;
S AFR J BOT;0254-6299;913;1.080;1.017;0.632;87;5.8;0.00209;0.247;
S AFR J CHEM-S-AFR T;0379-4350;149;0.429;0.451;0.324;34;9.5;0.00024;0.102;
S AFR J ENOL VITIC;0253-939X;187;0.314;0.457;0.167;18;9.6;0.00027;0.160;
S AFR J HIV MED;1608-9693;27;0.457;;0.074;27;;0.00017;;
S AFR J SCI;0038-2353;1650;0.506;0.825;0.174;69;>10.0;0.00308;0.287;
S AFR J WILDL RES;0379-4369;314;0.562;0.810;0.100;10;>10.0;0.00067;0.278;
SAFETY SCI;0925-7535;1274;1.220;1.426;0.275;153;7.6;0.00252;0.359;
SAJOG-S AFR J OBSTET;0038-2329;4;0.000;;0.000;7;;0.00004;;
SAJP-S AFR J PSYCHI;1608-9685;21;0.409;;0.176;17;;0.00006;;
SAMJ S AFR MED J;0256-9574;2394;1.325;1.401;0.652;69;>10.0;0.00441;0.516;
SAMPE J;0091-1062;191;0.191;0.328;0.077;13;>10.0;0.00035;0.138;
SANG THROMB VAISS;0999-7385;34;0.053;;0.058;52;;0.00005;;
SAO PAULO MED J;1516-3180;488;0.746;;0.019;52;5.1;0.00121;;
SAR QSAR ENVIRON RES;1062-936X;646;1.682;1.869;0.154;39;5.2;0.00158;0.382;
SARCOIDOSIS VASC DIF;1124-0490;572;1.056;1.390;0.000;10;8.3;0.00105;0.371;
SAUDI MED J;0379-5284;1494;0.510;0.496;0.140;278;5.0;0.00387;0.099;
SCAND CARDIOVASC J;1401-7431;565;1.070;1.153;0.214;56;5.2;0.00211;0.369;
SCAND J CLIN LAB INV;0036-5513;2614;1.380;1.335;0.286;119;>10.0;0.00337;0.354;
SCAND J GASTROENTERO;0036-5521;7706;2.084;2.058;1.160;188;9.6;0.01276;0.562;
SCAND J IMMUNOL;0300-9475;4002;2.108;2.111;0.538;132;7.5;0.00949;0.615;
SCAND J INFECT DIS;0036-5548;3530;1.700;1.618;0.327;110;7.4;0.00850;0.505;
SCAND J LAB ANIM SCI;0901-3393;81;0.275;0.339;0.033;30;;0.00013;0.056;
SCAND J PRIM HEALTH;0281-3432;925;2.205;1.860;0.184;38;7.3;0.00163;0.391;
SCAND J PUBLIC HEALT;1403-4948;1547;1.435;2.020;0.168;119;5.2;0.00640;0.677;
SCAND J RHEUMATOL;0300-9742;2497;2.507;2.365;0.236;72;9.4;0.00531;0.680;
SCAND J STAT;0303-6898;1722;1.022;1.439;0.130;46;>10.0;0.00611;1.373;
SCAND J UROL NEPHROL;0036-5599;1825;0.883;1.062;0.102;88;9.8;0.00354;0.341;
SCAND J WORK ENV HEA;0355-3140;3421;2.307;3.141;0.574;47;>10.0;0.00676;1.068;
SCANNING;0161-0457;608;1.256;1.060;0.071;28;10.0;0.00142;0.376;
SCHIZOPHR RES;0920-9964;12453;4.458;4.945;0.761;297;5.2;0.04110;1.379;
SCHIZOPHRENIA BULL;0586-7614;7578;7.467;7.253;1.492;124;7.4;0.02140;2.342;
SCHMERZ;0932-433X;619;1.458;1.000;0.381;63;6.2;0.00084;0.146;
SCHWEIZ ARCH TIERH;0036-7281;516;0.614;0.664;0.066;61;8.7;0.00076;0.148;
SCI ALIMENT;0240-8813;371;0.133;0.207;;;>10.0;0.00014;0.042;
SCI AM;0036-8733;6178;2.471;1.861;0.553;76;>10.0;0.00788;0.787;
SCI CHINA SER A;1006-9283;1309;0.584;0.599;0.084;214;8.6;0.00702;0.452;
SCI CHINA SER B;1006-9291;1049;0.830;0.758;0.109;311;8.2;0.00171;0.162;
SCI CHINA SER C;1006-9305;551;0.691;0.708;0.220;141;4.2;0.00213;0.198;
SCI CHINA SER E;1006-9321;699;0.682;0.641;0.114;484;3.6;0.00164;0.121;
SCI CHINA SER F;1009-2757;283;0.387;0.473;0.054;224;4.0;0.00095;0.110;
SCI COMPUT PROGRAM;0167-6423;936;1.459;1.365;0.225;40;7.1;0.00239;0.374;
SCI CONTEXT;0269-8897;314;0.236;0.373;0.043;23;>10.0;0.00044;0.167;
SCI ENG ETHICS;1353-3452;308;0.913;0.697;0.500;32;5.4;0.00120;0.251;
SCI JUSTICE;1355-0306;251;0.838;0.865;0.189;37;7.7;0.00059;0.275;
SCI MODEL SIMUL;1874-8554;15;0.833;0.833;;0;;0.00023;0.604;
SCI PROGRAMMING-NETH;1058-9244;203;0.250;;0.176;17;5.1;0.00063;;
SCI RES ESSAYS;1992-2248;96;0.324;0.378;0.081;210;;0.00028;0.065;
SCI TECHNOL ADV MAT;1468-6996;1565;2.599;1.908;0.339;56;3.8;0.00771;0.585;
SCI TECHNOL ENERG MA;1347-9466;50;0.172;;0.036;28;;0.00021;;
SCI TECHNOL WELD JOI;1362-1718;1086;1.327;1.374;0.449;98;4.7;0.00352;0.357;
SCI TOTAL ENVIRON;0048-9697;20059;2.905;3.399;0.448;648;6.5;0.05340;0.954;
SCIENCE;0036-8075;444643;29.747;31.052;6.531;897;8.8;1.52308;16.580;
SCIENTIST;0890-3670;374;0.310;0.272;1.436;39;4.4;0.00163;0.104;
SCOT MED J;0036-9330;445;0.507;0.520;0.044;45;>10.0;0.00072;0.176;
SCRIPTA MATER;1359-6462;15091;2.949;3.073;0.599;576;5.0;0.07143;1.236;
SEED SCI RES;0960-2585;1003;1.608;2.377;0.250;24;8.7;0.00224;0.713;
SEED SCI TECHNOL;0251-0952;1121;0.503;0.632;0.079;89;>10.0;0.00100;0.117;
SEIZURE-EUR J EPILEP;1059-1311;2310;2.233;2.173;0.371;143;6.1;0.00532;0.509;
SEL MATH-NEW SER;1022-1824;336;0.828;;0.200;35;>10.0;0.00235;;
SEMICOND SCI TECH;0268-1242;4920;1.253;1.449;0.209;278;6.0;0.01987;0.573;
SEMIN ARTHRITIS RHEU;0049-0172;2922;4.724;4.745;1.079;38;8.1;0.00760;1.529;
SEMIN CANCER BIOL;1044-579X;3708;6.918;8.132;1.740;50;5.4;0.01554;3.085;
SEMIN CELL DEV BIOL;1084-9521;3824;6.342;6.642;0.878;131;4.9;0.02368;3.179;
SEMIN CUTAN MED SURG;1085-5629;608;1.813;1.829;0.000;28;5.9;0.00192;0.542;
SEMIN DIAGN PATHOL;0740-2570;1093;1.121;2.457;0.059;17;>10.0;0.00228;0.850;
SEMIN DIALYSIS;0894-0959;1812;3.366;3.158;0.358;109;4.4;0.00754;0.924;
SEMIN FETAL NEONAT M;1744-165X;799;2.735;;0.509;53;3.2;0.00550;;
SEMIN HEMATOL;0037-1963;2411;2.703;2.708;1.277;47;8.4;0.00617;0.950;
SEMIN IMMUNOL;1044-5323;3076;9.155;8.509;1.311;45;5.1;0.01765;3.963;
SEMIN IMMUNOPATHOL;1863-2297;407;5.479;5.479;0.342;38;2.1;0.00310;2.095;
SEMIN LIVER DIS;0272-8087;3049;5.171;5.326;0.447;38;7.9;0.00720;1.524;
SEMIN MUSCULOSKEL R;1089-7860;466;1.397;1.620;0.107;28;6.0;0.00114;0.385;
SEMIN NEPHROL;0270-9295;1619;2.757;2.482;0.320;50;6.1;0.00520;0.804;
SEMIN NEUROL;0271-8235;1084;2.528;2.344;0.106;47;5.6;0.00398;0.783;
SEMIN NUCL MED;0001-2998;1666;3.962;4.358;0.879;33;7.1;0.00357;1.079;
SEMIN ONCOL;0093-7754;6107;3.143;2.726;0.436;55;7.9;0.01115;0.793;
SEMIN PERINATOL;0146-0005;1715;2.333;3.213;0.224;49;5.8;0.00733;1.295;
SEMIN RADIAT ONCOL;1053-4296;1563;4.318;4.953;1.094;32;5.7;0.00550;1.563;
SEMIN REPROD MED;1526-8004;899;3.051;2.885;0.647;51;4.3;0.00380;0.873;
SEMIN RESP CRIT CARE;1069-3424;990;2.447;2.067;0.221;68;4.3;0.00434;0.664;
SEMIN ROENTGENOL;0037-198X;366;0.704;0.890;0.742;31;7.9;0.00076;0.251;
SEMIN THROMB HEMOST;0094-6176;2783;3.214;3.163;1.615;78;5.0;0.00819;0.857;
SEMIN ULTRASOUND CT;0887-2171;541;0.814;1.090;0.000;43;7.5;0.00126;0.303;
SEMIN VASC SURG;0895-7967;539;1.721;;0.062;32;5.6;0.00193;;
SEN-I GAKKAISHI;0037-9875;392;0.301;0.211;0.055;110;>10.0;0.00040;0.036;
SENSOR ACTUAT A-PHYS;0924-4247;9492;1.674;1.737;0.199;337;6.6;0.02974;0.580;
SENSOR ACTUAT B-CHEM;0925-4005;21794;3.083;3.242;0.486;777;5.3;0.05236;0.714;
SENSOR LETT;1546-198X;466;0.626;0.882;0.200;185;3.1;0.00216;0.231;
SENSOR MATER;0914-4935;248;0.481;0.428;0.025;40;8.0;0.00058;0.139;
SENSOR REV;0260-2288;248;0.571;;0.075;40;5.8;0.00074;;
SENSORS-BASEL;1424-8220;2146;1.821;1.903;0.369;572;2.2;0.00821;0.446;
SEP PURIF REV;1542-2119;110;2.615;2.688;0.444;9;3.8;0.00059;0.886;
SEP SCI TECHNOL;0149-6395;3697;1.028;1.201;0.157;217;8.3;0.00732;0.324;
SET-VALUED ANAL;0927-6947;507;0.545;0.935;;0;>10.0;0.00201;0.699;
SEX DEV;1661-5425;210;2.985;3.000;0.179;28;2.1;0.00168;1.187;
SEX HEALTH;1448-5028;315;1.613;;0.113;53;2.8;0.00198;;
SEX PLANT REPROD;0934-0882;869;1.605;1.611;0.071;28;9.7;0.00159;0.583;
SEX TRANSM DIS;0148-5717;4440;2.579;2.864;0.507;150;5.9;0.01483;0.935;
SEX TRANSM INFECT;1368-4973;3224;2.175;2.760;1.106;123;5.1;0.01294;0.927;
SHOCK;1073-2322;5860;2.871;3.316;1.638;177;4.9;0.01887;0.940;
SIAM J APPL DYN SYST;1536-0040;448;1.786;1.899;0.316;57;4.0;0.00346;0.930;
SIAM J APPL MATH;0036-1399;5159;1.639;1.788;0.278;79;>10.0;0.01153;1.106;
SIAM J COMPUT;0097-5397;5451;1.614;1.938;0.407;54;>10.0;0.01192;1.262;
SIAM J CONTROL OPTIM;0363-0129;4900;1.546;1.713;0.301;123;>10.0;0.01219;1.091;
SIAM J DISCRETE MATH;0895-4801;1394;0.668;0.867;0.297;37;>10.0;0.00761;0.823;
SIAM J MATH ANAL;0036-1410;3385;1.649;1.685;0.233;86;>10.0;0.01377;1.480;
SIAM J MATRIX ANAL A;0895-4798;2566;2.411;1.923;0.343;70;9.5;0.00936;1.228;
SIAM J NUMER ANAL;0036-1429;7589;1.840;2.257;0.237;118;>10.0;0.02003;1.463;
SIAM J OPTIMIZ;1052-6234;3283;1.429;2.388;0.180;50;9.1;0.01165;1.542;
SIAM J SCI COMPUT;1064-8275;6242;1.595;2.406;0.234;107;>10.0;0.02137;1.503;
SIAM REV;0036-1445;4313;3.391;3.733;0.571;28;>10.0;0.00598;2.475;
SIGMOD REC;0163-5808;1153;0.642;2.224;0.000;5;7.3;0.00330;0.865;
SILVAE GENET;0037-5349;1082;0.543;0.888;0.038;26;>10.0;0.00089;0.184;
SIMUL MODEL PRACT TH;1569-190X;441;0.799;0.924;0.103;117;3.6;0.00180;0.243;
SIMUL-T SOC MOD SIM;0037-5497;572;0.448;0.885;0.044;45;6.9;0.00141;0.269;
SKELETAL RADIOL;0364-2348;3758;1.568;1.685;0.204;147;9.0;0.00575;0.396;
SKIN PHARMACOL PHYS;1660-5527;1000;2.117;2.171;0.368;38;6.8;0.00214;0.532;
SKIN RES TECHNOL;0909-752X;833;1.307;1.639;0.108;65;5.7;0.00236;0.432;
SKULL BASE-INTERD AP;1531-5010;258;0.663;0.961;0.155;58;4.5;0.00101;0.273;
SLEEP BIOL RHYTHMS;1446-9235;139;0.812;;0.054;37;3.1;0.00072;;
SLEEP BREATH;1520-9512;532;2.363;;0.271;59;3.5;0.00193;;
SLEEP MED REV;1087-0792;1961;5.967;6.704;1.139;36;5.6;0.00713;2.255;
SLEEP MED;1389-9457;2925;3.699;4.009;0.713;167;4.5;0.01087;1.114;
SLEEP;0161-8105;11511;5.402;5.949;0.932;161;7.1;0.03072;1.802;
SMALL;1613-6810;7450;6.171;7.235;1.147;381;2.8;0.04751;2.363;
SMART MATER STRUCT;0964-1726;4735;1.749;2.045;0.278;295;5.5;0.01742;0.674;
SMART STRUCT SYST;1738-1584;126;1.064;0.992;0.068;44;2.3;0.00103;0.398;
SMPTE MOTION IMAG J;0036-1682;14;0.094;0.080;;;;0.00006;0.019;
SOC ANIM;1063-1119;215;0.487;0.744;0.200;20;7.5;0.00049;0.259;
SOC COGN AFFECT NEUR;1749-5016;512;4.203;;0.636;44;2.6;0.00431;;
SOC HIST MED;0951-631X;338;0.679;0.724;0.080;25;>10.0;0.00094;0.357;
SOC NEUROSCI-UK;1747-0919;348;3.172;3.667;0.372;43;2.8;0.00276;1.475;
SOC PSYCH PSYCH EPID;0933-7954;3857;2.052;2.515;0.366;134;6.6;0.01034;0.735;
SOC STUD SCI;0306-3127;1637;1.373;2.260;0.719;32;>10.0;0.00305;0.952;
SOCIOBIOLOGY;0361-6525;928;0.502;0.578;0.111;135;7.2;0.00150;0.128;
SOFT COMPUT;1432-7643;1096;1.328;1.405;0.755;98;3.8;0.00431;0.403;
SOFT MATER;1539-445X;126;1.458;1.379;0.435;23;3.7;0.00064;0.528;
SOFT MATTER;1744-683X;3898;4.869;5.415;0.881;590;2.1;0.02504;1.935;
